id,name,description,imglink,shortimg,name_in_url,details,rating
5114,"Fullmetal Alchemist: Brotherhood","""In order for something to be obtained, something of equal value must be lost.""

Alchemy is bound by this Law of Equivalent Exchange—something the young brothers Edward and Alphonse Elric only realize after attempting human transmutation: the one forbidden act of alchemy. They pay a terrible price for their transgression—Edward loses his left leg, Alphonse his physical body. It is only by the desperate sacrifice of Edward's right arm that he is able to affix Alphonse's soul to a suit of armor. Devastated and alone, it is the hope that they would both eventually return to their original bodies that gives Edward the inspiration to obtain metal limbs called ""automail"" and become a state alchemist, the Fullmetal Alchemist.

Three years of searching later, the brothers seek the Philosopher's Stone, a mythical relic that allows an alchemist to overcome the Law of Equivalent Exchange. Even with military allies Colonel Roy Mustang, Lieutenant Riza Hawkeye, and Lieutenant Colonel Maes Hughes on their side, the brothers find themselves caught up in a nationwide conspiracy that leads them not only to the true nature of the elusive Philosopher's Stone, but their country's murky history as well. In between finding a serial killer and racing against time, Edward and Alphonse must ask themselves if what they are doing will make them human again... or take away their humanity.

[Written by MAL Rewrite]",https://myanimelist.cdn-dena.com/images/anime/5/47421.jpg,https://myanimelist.cdn-dena.com/r/50x70/images/anime/5/47421.jpg?s=c04effa07d51c3c101482d2a8db269a8,Fullmetal_Alchemist__Brotherhood,"
        TV (64 eps)
        Apr 2009 - Jul 2010
        1,173,288 members
      ",
32281,"Kimi no Na wa.","Mitsuha Miyamizu, a high school girl, yearns to live the life of a boy in the bustling city of Tokyo—a dream that stands in stark contrast to her present life in the countryside. Meanwhile in the city, Taki Tachibana lives a busy life as a high school student while juggling his part-time job and hopes for a future in architecture.

One day, Mitsuha awakens in a room that is not her own and suddenly finds herself living the dream life in Tokyo—but in Taki's body! Elsewhere, Taki finds himself living Mitsuha's life in the humble countryside. In pursuit of an answer to this strange phenomenon, they begin to search for one another.

Kimi no Na wa. revolves around Mitsuha and Taki's actions, which begin to have a dramatic impact on each other's lives, weaving them into a fabric held together by fate and circumstance.

[Written by MAL Rewrite]",https://myanimelist.cdn-dena.com/images/anime/5/87048.jpg,https://myanimelist.cdn-dena.com/r/50x70/images/anime/5/87048.jpg?s=2bca128fcb9dfd6d0908f3d9986576c6,Kimi_no_Na_wa,"
        Movie (1 eps)
        Aug 2016 - Aug 2016
        702,541 members
      ",
30484,"Steins;Gate 0","The dark untold story of Steins;Gate that leads with the eccentric mad scientist Okabe, struggling to recover from a failed attempt at rescuing Kurisu. He decides to give up and abandons his lively scientist alter ego, in pursuit to forget the past. When all seems to be normal, he is seemingly pulled back into the past by meeting an acquaintance of Kurisu, who tells him that they have begun testing a device that stores the memory of a human and creates a simulation of them with their characteristics and personalities. Okabe begins testing and finds out that the simulation of Kurisu has brought back anguish and some new unexpected tragedies.

Zero is a side story that explores events from the Beta Attractor Field's future that contribute in making the end of the original story possible.",https://myanimelist.cdn-dena.com/images/anime/1031/90444.jpg,https://myanimelist.cdn-dena.com/r/50x70/images/anime/1031/90444.jpg?s=2c4080d79c403a7f253b6d9ed60ff2cc,Steins_Gate_0,"
        TV (23 eps)
        Apr 2018 - 
        183,230 members
      ",
28977,"Gintama°","Gintoki, Shinpachi, and Kagura return as the fun-loving but broke members of the Yorozuya team! Living in an alternate-reality Edo, where swords are prohibited and alien overlords have conquered Japan, they try to thrive on doing whatever work they can get their hands on. However, Shinpachi and Kagura still haven't been paid... Does Gin-chan really spend all that cash playing pachinko?

Meanwhile, when Gintoki drunkenly staggers home one night, an alien spaceship crashes nearby. A fatally injured crew member emerges from the ship and gives Gintoki a strange, clock-shaped device, warning him that it is incredibly powerful and must be safeguarded. Mistaking it for his alarm clock, Gintoki proceeds to smash the device the next morning and suddenly discovers that the world outside his apartment has come to a standstill. With Kagura and Shinpachi at his side, he sets off to get the device fixed; though, as usual, nothing is ever that simple for the Yorozuya team.

Filled with tongue-in-cheek humor and moments of heartfelt emotion, Gintama's third season finds Gintoki and his friends facing both their most hilarious misadventures and most dangerous crises yet.

[Written by MAL Rewrite]",https://myanimelist.cdn-dena.com/images/anime/3/72078.jpg,https://myanimelist.cdn-dena.com/r/50x70/images/anime/3/72078.jpg?s=e9537ac90c08758594c787ede117f209,"Gintama°","
        TV (51 eps)
        Apr 2015 - Mar 2016
        193,914 members
      ",
9253,Steins;Gate,"The self-proclaimed mad scientist Rintarou Okabe rents out a room in a rickety old building in Akihabara, where he indulges himself in his hobby of inventing prospective ""future gadgets"" with fellow lab members: Mayuri Shiina, his air-headed childhood friend, and Hashida Itaru, a perverted hacker nicknamed ""Daru."" The three pass the time by tinkering with their most promising contraption yet, a machine dubbed the ""Phone Microwave,"" which performs the strange function of morphing bananas into piles of green gel.

Though miraculous in itself, the phenomenon doesn't provide anything concrete in Okabe's search for a scientific breakthrough; that is, until the lab members are spurred into action by a string of mysterious happenings before stumbling upon an unexpected success—the Phone Microwave can send emails to the past, altering the flow of history.

Adapted from the critically acclaimed visual novel by 5pb. and Nitroplus, Steins;Gate takes Okabe through the depths of scientific theory and practicality. Forced across the diverging threads of past and present, Okabe must shoulder the burdens that come with holding the key to the realm of time.

[Written by MAL Rewrite]",https://myanimelist.cdn-dena.com/images/anime/5/73199.jpg,https://myanimelist.cdn-dena.com/r/50x70/images/anime/5/73199.jpg?s=97b97d568f25a02cf5a22dda13b5371f,Steins_Gate,"
        TV (24 eps)
        Apr 2011 - Sep 2011
        987,744 members
      ",
820,"Ginga Eiyuu Densetsu","The 150-year-long stalemate between the two interstellar superpowers, the Galactic Empire and the Free Planets Alliance, comes to an end when a new generation of leaders arises: the idealistic military genius Reinhard von Lohengramm, and the FPA's reserved historian, Yang Wenli.

While Reinhard climbs the ranks of the Empire with the aid of his childhood friend, Siegfried Kircheis, he must fight not only the war, but also the remnants of the crumbling Goldenbaum Dynasty in order to free his sister from the Kaiser and unify humanity under one genuine ruler. Meanwhile, on the other side of the galaxy, Yang—a strong supporter of democratic ideals—has to stand firm in his beliefs, despite the struggles of the FPA, and show his pupil, Julian Mintz, that autocracy is not the solution.

As ideologies clash amidst the war's many casualties, the two strategic masterminds must ask themselves what the real reason behind their battle is.

[Written by MAL Rewrite]",https://myanimelist.cdn-dena.com/images/anime/13/13225.jpg,https://myanimelist.cdn-dena.com/r/50x70/images/anime/13/13225.jpg?s=385cedad342e284c5765833ab1cddc1c,Ginga_Eiyuu_Densetsu,"
        OVA (110 eps)
        Jan 1988 - Mar 1997
        121,664 members
      ",
9969,"Gintama'","After a one-year hiatus, Shinpachi Shimura returns to Edo, only to stumble upon a shocking surprise: Gintoki and Kagura, his fellow Yorozuya members, have become completely different characters! Fleeing from the Yorozuya headquarters in confusion, Shinpachi finds that all the denizens of Edo have undergone impossibly extreme changes, in both appearance and personality. Most unbelievably, his sister Otae has married the Shinsengumi chief and shameless stalker Isao Kondou and is pregnant with their first child.

Bewildered, Shinpachi agrees to join the Shinsengumi at Otae and Kondou's request and finds even more startling transformations afoot both in and out of the ranks of the the organization. However, discovering that Vice Chief Toushirou Hijikata has remained unchanged, Shinpachi and his unlikely Shinsengumi ally set out to return the city of Edo to how they remember it.

With even more dirty jokes, tongue-in-cheek parodies, and shameless references, Gintama' follows the Yorozuya team through more of their misadventures in the vibrant, alien-filled world of Edo.

[Written by MAL Rewrite]
",https://myanimelist.cdn-dena.com/images/anime/4/50361.jpg,https://myanimelist.cdn-dena.com/r/50x70/images/anime/4/50361.jpg?s=b3a061db8c3d42a055d58f9df1f3dac7,Gintama,"
        TV (51 eps)
        Apr 2011 - Mar 2012
        211,825 members
      ",
11061,"Hunter x Hunter (2011)","Hunter x Hunter is set in a world where Hunters exist to perform all manner of dangerous tasks like capturing criminals and bravely searching for lost treasures in uncharted territories. Twelve-year-old Gon Freecss is determined to become the best Hunter possible in hopes of finding his father, who was a Hunter himself and had long ago abandoned his young son. However, Gon soon realizes the path to achieving his goals is far more challenging than he could have ever imagined.

Along the way to becoming an official Hunter, Gon befriends the lively doctor-in-training Leorio, vengeful Kurapika, and rebellious ex-assassin Killua. To attain their own goals and desires, together the four of them take the Hunter Exam, notorious for its low success rate and high probability of death. Throughout their journey, Gon and his friends embark on an adventure that puts them through many hardships and struggles. They will meet a plethora of monsters, creatures, and characters—all while learning what being a Hunter truly means.

[Written by MAL Rewrite]",https://myanimelist.cdn-dena.com/images/anime/11/33657.jpg,https://myanimelist.cdn-dena.com/r/50x70/images/anime/11/33657.jpg?s=5724d8c22ae7a1dad72d8f4229ef803f,Hunter_x_Hunter_2011,"
        TV (148 eps)
        Oct 2011 - Sep 2014
        703,260 members
      ",
35180,"3-gatsu no Lion 2nd Season","Now in his second year of high school, Rei Kiriyama continues pushing through his struggles in the professional shogi world as well as his personal life. Surrounded by vibrant personalities at the shogi hall, the school club, and in the local community, his solitary shell slowly begins to crack. Among them are the three Kawamoto sisters—Akari, Hinata, and Momo—who forge an affectionate and familial bond with Rei. Through these ties, he realizes that everyone is burdened by their own emotional hardships and begins learning how to rely on others while supporting them in return. 

Nonetheless, the life of a professional is not easy. Between tournaments, championships, and title matches, the pressure mounts as Rei advances through the ranks and encounters incredibly skilled opponents. As he manages his relationships with those who have grown close to him, the shogi player continues to search for the reason he plays the game that defines his career.

[Written by MAL Rewrite]",https://myanimelist.cdn-dena.com/images/anime/3/88469.jpg,https://myanimelist.cdn-dena.com/r/50x70/images/anime/3/88469.jpg?s=becfbf556902bc3501e06a07354b9d76,3-gatsu_no_Lion_2nd_Season,"
        TV (22 eps)
        Oct 2017 - Mar 2018
        79,441 members
      ",
15417,"Gintama': Enchousen","While Gintoki Sakata was away, the Yorozuya found themselves a new leader: Kintoki, Gintoki's golden-haired doppelganger. In order to regain his former position, Gintoki will need the help of those around him, a troubling feat when no one can remember him! Between Kintoki and Gintoki, who will claim the throne as the main character?

In addition, Yorozuya make a trip back down to red-light district of Yoshiwara to aid an elderly courtesan in her search for her long-lost lover. Although the district is no longer in chains beneath the earth's surface, the trio soon learn of the tragic backstories of Yoshiwara's inhabitants that still haunt them. With flashback after flashback, this quest has Yorozuya witnessing everlasting love and protecting it as best they can with their hearts and souls.

Gintama': Enchousen includes moments of action-packed intensity along with their usual lighthearted, slapstick humor for Gintoki and his friends.

[Written by MAL Rewrite]",https://myanimelist.cdn-dena.com/images/anime/6/75172.jpg,https://myanimelist.cdn-dena.com/r/50x70/images/anime/6/75172.jpg?s=38a6e800ace5bcbee7a17b6c351ba987,Gintama__Enchousen,"
        TV (13 eps)
        Oct 2012 - Mar 2013
        121,348 members
      ",
15335,"Gintama Movie 2: Kanketsu-hen - Yorozuya yo Eien Nare","When Gintoki apprehends a movie pirate at a premiere, he checks the camera's footage and finds himself transported to a bleak, post-apocalyptic version of Edo, where a mysterious epidemic called the ""White Plague"" has ravished the world's population. It turns out that the movie pirate wasn't a pirate after all—it was an android time machine, and Gintoki has been hurtled five years into the future! Shinpachi and Kagura, his Yorozuya cohorts, have had a falling out and are now battle-hardened solo vigilantes and he himself has been missing for years, disappearing without a trace after scribbling a strange message in his journal.

Setting out in the disguise given to him by the android time machine, Gintoki haphazardly reunites the Yorozuya team to investigate the White Plague, and soon discovers that the key to saving the future lies in the darkness of his own past. Determined to confront a powerful foe, he makes an important discovery—with a ragtag band of friends and allies at his side, he doesn't have to fight alone.

[Written by MAL Rewrite]",https://myanimelist.cdn-dena.com/images/anime/10/51723.jpg,https://myanimelist.cdn-dena.com/r/50x70/images/anime/10/51723.jpg?s=27cd24446486572fb64c42a689d38902,Gintama_Movie_2__Kanketsu-hen_-_Yorozuya_yo_Eien_Nare,"
        Movie (1 eps)
        Jul 2013 - Jul 2013
        103,817 members
      ",
28851,"Koe no Katachi","As a wild youth, elementary school student Shouya Ishida sought to beat boredom in the cruelest ways. When the deaf Shouko Nishimiya transfers into his class, Shouya and the rest of his class thoughtlessly bully her for fun. However, when her mother notifies the school, he is singled out and blamed for everything done to her. With Shouko transferring out of the school, Shouya is left at the mercy of his classmates. He is heartlessly ostracized all throughout elementary and middle school, while teachers turn a blind eye.

Now in his third year of high school, Shouya is still plagued by his wrongdoings as a young boy. Sincerely regretting his past actions, he sets out on a journey of redemption: to meet Shouko once more and make amends.

Koe no Katachi tells the heartwarming tale of Shouya's reunion with Shouko and his honest attempts to redeem himself, all while being continually haunted by the shadows of his past.

[Written by MAL Rewrite]",https://myanimelist.cdn-dena.com/images/anime/3/80136.jpg,https://myanimelist.cdn-dena.com/r/50x70/images/anime/3/80136.jpg?s=a3b3a8039e99287c719995e564e3d084,Koe_no_Katachi,"
        Movie (1 eps)
        Sep 2016 - Sep 2016
        489,671 members
      ",
35247,"Owarimonogatari 2nd Season","Second season of Owarimonogatari.",https://myanimelist.cdn-dena.com/images/anime/6/87322.jpg,https://myanimelist.cdn-dena.com/r/50x70/images/anime/6/87322.jpg?s=3e60507a4b6016d83e7433aa4cb7853e,Owarimonogatari_2nd_Season,"
        TV (7 eps)
        Aug 2017 - Aug 2017
        109,211 members
      ",
34096,Gintama.,"After joining the resistance against the bakufu, Gintoki and the gang are in hiding, along with Katsura and his Joui rebels. The Yorozuya is soon approached by Nobume Imai and two members of the Kiheitai, who explain that the Harusame pirates have turned against 7th Division Captain Kamui and their former ally Takasugi. The Kiheitai present Gintoki with a job: find Takasugi, who has been missing since his ship was ambushed in a Harusame raid. Nobume also makes a stunning revelation regarding the Tendoushuu, a secret organization pulling the strings of numerous factions, and their leader Utsuro, the shadowy figure with an uncanny resemblance to Gintoki's former teacher.

Hitching a ride on Sakamoto's space ship, the Yorozuya and Katsura set out for Rakuyou, Kagura's home planet, where the various factions have gathered and tensions are brewing. Long-held grudges, political infighting, and the Tendoushuu's sinister overarching plan finally culminate into a massive, decisive battle on Rakuyou.

[Written by MAL Rewrite]",https://myanimelist.cdn-dena.com/images/anime/3/83528.jpg,https://myanimelist.cdn-dena.com/r/50x70/images/anime/3/83528.jpg?s=948f092dd55fb2572f38a0e21f03b642,Gintama,"
        TV (12 eps)
        Jan 2017 - Mar 2017
        89,125 members
      ",
4181,"Clannad: After Story","Clannad: After Story, the sequel to the critically acclaimed slice-of-life series Clannad, begins after Tomoya Okazaki and Nagisa Furukawa graduate from high school. Together, they experience the emotional rollercoaster of growing up. Unable to decide on a course for his future, Tomoya learns the value of a strong work ethic and discovers the strength of Nagisa's support. Through the couple's dedication and unity of purpose, they push forward to confront their personal problems, deepen their old relationships, and create new bonds.

Time also moves on in the Illusionary World. As the plains grow cold with the approach of winter, the Illusionary Girl and the Garbage Doll are presented with a difficult situation that reveals the World's true purpose.

Based on the visual novel by Key and produced by Kyoto Animation, Clannad: After Story is an impactful drama highlighting the importance of family and the struggles of adulthood.

[Written by MAL Rewrite]",https://myanimelist.cdn-dena.com/images/anime/13/24647.jpg,https://myanimelist.cdn-dena.com/r/50x70/images/anime/13/24647.jpg?s=316823146f54557fbe7518a81f4fc57f,Clannad__After_Story,"
        TV (24 eps)
        Oct 2008 - Mar 2009
        598,834 members
      ",
918,Gintama,"The Amanto, aliens from outer space, have invaded Earth and taken over feudal Japan. As a result, a prohibition on swords has been established, and the samurai of Japan are treated with disregard as a consequence.

However one man, Gintoki Sakata, still possesses the heart of the samurai, although from his love of sweets and work as a yorozuya, one might not expect it. Accompanying him in his jack-of-all-trades line of work are Shinpachi Shimura, a boy with glasses and a strong heart, Kagura with her umbrella and seemingly bottomless stomach, as well as Sadaharu, their oversized pet dog. Of course, these odd jobs are not always simple, as they frequently have run-ins with the police, ragtag rebels, and assassins, oftentimes leading to humorous but unfortunate consequences.

Who said life as an errand boy was easy?

[Written by MAL Rewrite]",https://myanimelist.cdn-dena.com/images/anime/2/10038.jpg,https://myanimelist.cdn-dena.com/r/50x70/images/anime/2/10038.jpg?s=75933a4662e7c21490ae3ee4edb88cb5,Gintama,"
        TV (201 eps)
        Apr 2006 - Mar 2010
        452,220 members
      ",
32935,"Haikyuu!!: Karasuno Koukou VS Shiratorizawa Gakuen Koukou","After the victory against Aoba Jousai High, Karasuno High School, once called “a fallen powerhouse, a crow that can’t fly,” has finally reached the climax of the heated Spring tournament. Now, to advance to nationals, the Karasuno team has to defeat the powerhouse Shiratorizawa Academy. Karasuno’s greatest hurdle is their adversary’s ace, Wakatoshi Ushijima, the number one player in the Miyagi Prefecture, and one of the country’s top three aces.

Only the strongest team will make it to the national tournament. Since this match is the third-year players’ last chance to qualify for nationals, Karasuno has to use everything they learned during the training camp and prior matches to attain victory. Filled with restlessness and excitement, both teams are determined to come out on top in the third season of Haikyuu!!.

[Written by MAL Rewrite] ",https://myanimelist.cdn-dena.com/images/anime/7/81992.jpg,https://myanimelist.cdn-dena.com/r/50x70/images/anime/7/81992.jpg?s=6d977383e0b5dc1ba1c122213178e547,Haikyuu__Karasuno_Koukou_VS_Shiratorizawa_Gakuen_Koukou,"
        TV (10 eps)
        Oct 2016 - Dec 2016
        245,057 members
      ",
2904,"Code Geass: Hangyaku no Lelouch R2","One year has passed since the Black Rebellion, a failed uprising against the Holy Britannian Empire led by the masked vigilante Zero, who is now missing. At a loss without their revolutionary leader, Area 11's resistance group—the Black Knights—find themselves too powerless to combat the brutality inflicted upon the Elevens by Britannia, which has increased significantly in order to crush any hope of a future revolt. 

Lelouch Lamperouge, having lost all memory of his double life, is living peacefully alongside his friends as a high school student at Ashford Academy. His former partner C.C., unable to accept this turn of events, takes it upon herself to remind him of his past purpose, hoping that the mastermind Zero will rise once again to finish what he started, in this thrilling conclusion to the series.

[Written by MAL Rewrite]
",https://myanimelist.cdn-dena.com/images/anime/4/9391.jpg,https://myanimelist.cdn-dena.com/r/50x70/images/anime/4/9391.jpg?s=be052972605dd5422ef2df117766cff0,Code_Geass__Hangyaku_no_Lelouch_R2,"
        TV (25 eps)
        Apr 2008 - Sep 2008
        778,798 members
      ",
34599,"Made in Abyss","The Abyss—a gaping chasm stretching down into the depths of the earth, filled with mysterious creatures and relics from a time long past. How did it come to be? What lies at the bottom? Countless brave individuals, known as Divers, have sought to solve these mysteries of the Abyss, fearlessly descending into its darkest realms. The best and bravest of the Divers, the White Whistles, are hailed as legends by those who remain on the surface.

Riko, daughter of the missing White Whistle Lyza the Annihilator, aspires to become like her mother and explore the furthest reaches of the Abyss. However, just a novice Red Whistle herself, she is only permitted to roam its most upper layer. Even so, Riko has a chance encounter with a mysterious robot with the appearance of an ordinary young boy. She comes to name him Reg, and he has no recollection of the events preceding his discovery. Certain that the technology to create Reg must come from deep within the Abyss, the two decide to venture forth into the chasm to recover his memories and see the bottom of the great pit with their own eyes. However, they know not of the harsh reality that is the true existence of the Abyss.

[Written by MAL Rewrite]",https://myanimelist.cdn-dena.com/images/anime/1922/91900.jpg,https://myanimelist.cdn-dena.com/r/50x70/images/anime/1922/91900.jpg?s=23ed65f97696d10ba66163856a7ceb78,Made_in_Abyss,"
        TV (13 eps)
        Jul 2017 - Sep 2017
        307,141 members
      ",
199,"Sen to Chihiro no Kamikakushi","Stubborn, spoiled, and naïve, 10-year-old Chihiro Ogino is less than pleased when she and her parents discover an abandoned amusement park on the way to their new house. Cautiously venturing inside, she realizes that there is more to this place than meets the eye, as strange things begin to happen once dusk falls. Ghostly apparitions and food that turns her parents into pigs are just the start—Chihiro has unwittingly crossed over into the spirit world. Now trapped, she must summon the courage to live and work amongst spirits, with the help of the enigmatic Haku and the cast of unique characters she meets along the way.

Vivid and intriguing, Sen to Chihiro no Kamikakushi tells the story of Chihiro's journey through an unfamiliar world as she strives to save her parents and return home.

[Written by MAL Rewrite]",https://myanimelist.cdn-dena.com/images/anime/6/79597.jpg,https://myanimelist.cdn-dena.com/r/50x70/images/anime/6/79597.jpg?s=1f170071bc9a54ce2ba3c0d8c7aa6927,Sen_to_Chihiro_no_Kamikakushi,"
        Movie (1 eps)
        Jul 2001 - Jul 2001
        692,971 members
      ",
28891,"Haikyuu!! Second Season","Following their participation at the Inter-High, the Karasuno High School volleyball team attempts to refocus their efforts, aiming to conquer the Spring tournament instead. 

When they receive an invitation from long-standing rival Nekoma High, Karasuno agrees to take part in a large training camp alongside many notable volleyball teams in Tokyo and even some national level players. By playing with some of the toughest teams in Japan, they hope not only to sharpen their skills, but also come up with new attacks that would strengthen them. Moreover, Hinata and Kageyama attempt to devise a more powerful weapon, one that could possibly break the sturdiest of blocks. 

Facing what may be their last chance at victory before the senior players graduate, the members of Karasuno's volleyball team must learn to settle their differences and train harder than ever if they hope to overcome formidable opponents old and new—including their archrival Aoba Jousai and its world-class setter Tooru Oikawa.

[Written by MAL Rewrite]",https://myanimelist.cdn-dena.com/images/anime/9/76662.jpg,https://myanimelist.cdn-dena.com/r/50x70/images/anime/9/76662.jpg?s=06ccfffc7b27ac5532d268b9934a224a,Haikyuu_Second_Season,"
        TV (25 eps)
        Oct 2015 - Mar 2016
        325,387 members
      ",
31758,"Kizumonogatari III: Reiketsu-hen","After helping revive the legendary vampire Kiss-shot Acerola-orion Heart-under-blade, Koyomi Araragi has become a vampire himself and her servant. Kiss-shot is certain she can turn him back into a human, but only once regaining her full power. 

Araragi has hunted down the three vampire hunters that defeated Kiss-shot and retrieved her limbs to return her to full strength. However, now that Araragi has almost accomplished what he’s been fighting for this whole time, he has to consider if this is what he really wants. Once he revives this powerful immortal vampire, there is no telling what she might do, and there would be no way of stopping her.

But there is more to the story that Araragi doesn’t understand. If a newborn vampire like him could defeat the hunters, how did they overpower Kiss-shot? Can he trust her to turn him back to a human? And how is that even possible in the first place?

Araragi is at his limit but he must come to a decision, and it may not be possible to resolve this situation without doing something he’ll regret…

[Written by MAL Rewrite]",https://myanimelist.cdn-dena.com/images/anime/8/82911.jpg,https://myanimelist.cdn-dena.com/r/50x70/images/anime/8/82911.jpg?s=6f538e59906821d20b400cfd39d46f56,Kizumonogatari_III__Reiketsu-hen,"
        Movie (1 eps)
        Jan 2017 - Jan 2017
        125,002 members
      ",
23273,"Shigatsu wa Kimi no Uso","Music accompanies the path of the human metronome, the prodigious pianist Kousei Arima. But after the passing of his mother, Saki Arima, Kousei falls into a downward spiral, rendering him unable to hear the sound of his own piano.

Two years later, Kousei still avoids the piano, leaving behind his admirers and rivals, and lives a colorless life alongside his friends Tsubaki Sawabe and Ryouta Watari. However, everything changes when he meets a beautiful violinist, Kaori Miyazono, who stirs up his world and sets him on a journey to face music again.

Based on the manga series of the same name, Shigatsu wa Kimi no Uso approaches the story of Kousei's recovery as he discovers that music is more than playing each note perfectly, and a single melody can bring in the fresh spring air of April.

[Written by MAL Rewrite]",https://myanimelist.cdn-dena.com/images/anime/3/67177.jpg,https://myanimelist.cdn-dena.com/r/50x70/images/anime/3/67177.jpg?s=bc267f764bffe825e1e8d60f7185a2e9,Shigatsu_wa_Kimi_no_Uso,"
        TV (22 eps)
        Oct 2014 - Mar 2015
        700,246 members
      ",
36838,"Gintama.: Shirogane no Tamashii-hen","First Season of the final arc of Gintama.",https://myanimelist.cdn-dena.com/images/anime/12/89603.jpg,https://myanimelist.cdn-dena.com/r/50x70/images/anime/12/89603.jpg?s=635cb89402d5d39f43767f3942e91206,Gintama__Shirogane_no_Tamashii-hen,"
        TV (12 eps)
        Jan 2018 - Mar 2018
        39,494 members
      ",
33095,"Shouwa Genroku Rakugo Shinjuu: Sukeroku Futatabi-hen","Ex-convict turned Rakugo apprentice Yotarou has finally taken the name of Yurakutei Sukeroku III, and with his master Yakumo's permission has attained the lofty rank of shin'uchi. He assumes the name at a critical time for Rakugo, with audiences fewer than ever. At the same time he has started acting as a husband to Konatsu, who is now a single mother. Yotarou thus begins the struggle to fill the role of Sukeroku, both as the future of Rakugo and as a part of Yakumo's and Konatsu's lives.

(Source: ANN)",https://myanimelist.cdn-dena.com/images/anime/10/82947.jpg,https://myanimelist.cdn-dena.com/r/50x70/images/anime/10/82947.jpg?s=9f1dd28adde3fea5a733d1cfd7be7ad6,Shouwa_Genroku_Rakugo_Shinjuu__Sukeroku_Futatabi-hen,"
        TV (12 eps)
        Jan 2017 - Mar 2017
        72,937 members
      ",
24701,"Mushishi Zoku Shou 2nd Season","Ghostly, primordial beings known as Mushi continue to cause mysterious changes in the lives of humans. The travelling Mushishi, Ginko, persists in trying to set right the strange and unsettling situations he encounters. Time loops, living shadows, and telepathy are among the overt effects of interference from Mushi, but more subtle symptoms that take years to be noticed also rouse Ginko's concern as he passes from village to village.

Through circumstance, Ginko has become an arbiter, determining which Mushi are blessings and which are curses. But the lines that he seeks to draw are subjective. Some of his patients would rather exercise their new powers until they are utterly consumed by them; others desperately strive to rid themselves of afflictions which are in fact protecting their lives from devastation. Those who cross paths with Mushi must learn to accept seemingly impossible consequences for their actions, and heal wounds they did not know they had. Otherwise, they risk meeting with fates beyond their comprehension.

[Written by MAL Rewrite]",https://myanimelist.cdn-dena.com/images/anime/9/68095.jpg,https://myanimelist.cdn-dena.com/r/50x70/images/anime/9/68095.jpg?s=6025adedafce15a9d2c9363e225241ba,Mushishi_Zoku_Shou_2nd_Season,"
        TV (10 eps)
        Oct 2014 - Dec 2014
        116,027 members
      ",
1,"Cowboy Bebop","In the year 2071, humanity has colonized several of the planets and moons of the solar system leaving the now uninhabitable surface of planet Earth behind. The Inter Solar System Police attempts to keep peace in the galaxy, aided in part by outlaw bounty hunters, referred to as ""Cowboys."" The ragtag team aboard the spaceship Bebop are two such individuals.

Mellow and carefree Spike Spiegel is balanced by his boisterous, pragmatic partner Jet Black as the pair makes a living chasing bounties and collecting rewards. Thrown off course by the addition of new members that they meet in their travels—Ein, a genetically engineered, highly intelligent Welsh Corgi; femme fatale Faye Valentine, an enigmatic trickster with memory loss; and the strange computer whiz kid Edward Wong—the crew embarks on thrilling adventures that unravel each member's dark and mysterious past little by little.

Well-balanced with high density action and light-hearted comedy, Cowboy Bebop is a space Western classic and an homage to the smooth and improvised music it is named after.

[Written by MAL Rewrite]",https://myanimelist.cdn-dena.com/images/anime/4/19644.jpg,https://myanimelist.cdn-dena.com/r/50x70/images/anime/4/19644.jpg?s=bb1e96eb0a0224a57aa45443eab92575,Cowboy_Bebop,"
        TV (26 eps)
        Apr 1998 - Apr 1999
        694,552 members
      ",
263,"Hajime no Ippo","Makunouchi Ippo has been bullied his entire life. Constantly running errands and being beaten up by his classmates, Ippo has always dreamed of changing himself, but never has the passion to act upon it. One day, in the midst of yet another bullying, Ippo is saved by Takamura Mamoru, who happens to be a boxer. Ippo faints from his injuries and is brought to the Kamogawa boxing gym to recover. As he regains consciousness, he is awed and amazed at his new surroundings in the gym, though lacks confidence to attempt anything. Takamura places a photo of Ippo's classmate on a punching bag and forces him to punch it. It is only then that Ippo feels something stir inside him and eventually asks Takamura to train him in boxing. Thinking that Ippo does not have what it takes, Takamura gives him a task deemed impossible and gives him a one week time limit. With a sudden desire to get stronger, for himself and his hard working mother, Ippo trains relentlessly to accomplish the task within the time limit. Thus Ippo's journey to the top of the boxing world begins.

[Written by MAL Rewrite]",https://myanimelist.cdn-dena.com/images/anime/10/2025.jpg,https://myanimelist.cdn-dena.com/r/50x70/images/anime/10/2025.jpg?s=fdb821ca62657cba4df132dea7baa387,Hajime_no_Ippo,"
        TV (75 eps)
        Oct 2000 - Mar 2002
        225,087 members
      ",
